seamonkey_version,cve_id,advisory,title,reporter,impact,description,bug_id
02.31,['CVE-2014-1589'],2014-84,XBL bindings accessible via improper CSS declarations,Cody Crews,Moderate,Security researcher Cody Crews reported a method to trigger chrome level XML Binding Language (XBL) bindings through web content. This was possible because some chrome accessible CSS stylesheets had their primary namespace improperly declared. When this occurred it was possible to use these stylesheets to manipulate XBL bindings allowing web content to bypass security restrictions. This issue was limited to a specific set of stylesheets.,[1043787]
02.31,['CVE-2014-1590'],2014-85,XMLHttpRequest crashes with some input streams,Joe Vennix,Moderate,Security researcher Joe Vennix from Rapid7 reported that passing a JavaScript object to XMLHttpRequest that mimics an input stream will a crash. This crash is not exploitable and can only be used for denial of service attacks.,[1087633]
02.31,['CVE-2014-1591'],2014-86,CSP leaks redirect data via violation reports,Muneaki Nishimura,High,Security researcher Muneaki Nishimura discovered that Content Security Policy (CSP) violation reports triggered by a redirect did not remove path information as required by the CSP specification. This potentially reveals information about the redirect that would not otherwise be known to the original site. This could be used by a malicious site to obtain sensitive information such as usernames or single-sign-on tokens encoded within the target URLs.,[1069762]
02.31,['CVE-2014-1592'],2014-87,Use-after-free during HTML5 parsing,SkyLined,Critical,Security researcher SkyLined reported a use-after-free created by triggering the creation of a second root element while parsing HTML written to a document created with document.open(). This leads to a potentially exploitable crash.,[1088635]
02.31,"['CVE-2014-8632', 'CVE-2014-8631']",2014-91,Privileged access to security wrapped protected objects,Bobby Holley,Moderate,Mozilla developer Bobby Holley discovered two issues involving security wrappers.,"[1050340, 821573]"
02.30,"['CVE-2014-1585', 'CVE-2014-1586']",2014-81,Inconsistent video sharing within iframe,"Eric Shepherd, Jan-Ivar Bruaroey",Moderate,"Mozilla developers Eric Shepherd and Jan-Ivar Bruaroey reported issues with privacy and video sharing using WebRTC. Once video sharing has started within a WebRTC session running within an <iframe> video will continue to be shared even if the user selects the &quote;Stop Sharing"" button in the controls. The camera will also remain on even if the user navigates to another site and will begin streaming again if the user returns to the original site. This is a privacy problem and can lead to inadvertent video streaming. This does not affect implementations that are not within an <iframe>.","[1062876, 1062981]"
02.30,"['CVE-2014-1582', 'CVE-2014-1584']",2014-80,Key pinning bypasses,"Patrick McManus, David Keeler",Moderate,Mozilla developer Patrick McManus reported a method to use SPDY or HTTP/2 connection coalescing to bypass key pinning on different sites that resolve to the same IP address.This could allow the use of a fraudulent certificate when a saved pin for that subdomain should have prevented the connection. This leads to possible man-in-the-middle attacks if an attacker has control of the DNS connection and the ability to obtain a fraudulent certificate that browsers would accept in the absence of the pin.,"[1049095, 1066190]"
02.30,['CVE-2014-1581'],2014-79,Use-after-free interacting with text directionality,regenrecht,Critical,Security researcher regenrecht reported via TippingPoint's Zero Day Initiative a use-after-free during text layout when interacting with text direction. This results in a crash which can lead to arbitrary code execution.,[1068218]
02.30,['CVE-2014-1580'],2014-78,Further uninitialized memory use during GIF rendering,Michal Zalewski,High,Google security researcher Michal Zalewski reported that when a malformed GIF image is repeatedly rendered within a <canvas> element memory may not always be properly initialized. The resulting series of images then uses this uninitialized memory during rendering allowing data to potentially leak to web content.,[1063733]
02.30,['CVE-2014-1578'],2014-77,Out-of-bounds write with WebM video,Abhishek Arya,Critical,Using the Address Sanitizer tool security researcher Abhishek Arya (Inferno) of the Google Chrome Security Team found an out-of-bounds write when buffering WebM format video containing frames with invalid tile sizes. This can lead to a potentially exploitable crash during WebM video playback.,[1063327]
02.30,['CVE-2014-1577'],2014-76,Web Audio memory corruption issues with custom waveforms,Holger Fuhrmannek,High,Security researcher Holger Fuhrmannek used the used the Address Sanitizer tool to discover an out-of-bounds read issue with Web Audio when interacting with custom waveforms with invalid values. This results in a crash and could allow for the reading of random memory which may contain sensitive data or of memory addresses that could be used in combination with another bug.,[1012609]
02.30,['CVE-2014-1576'],2014-75,Buffer overflow during CSS manipulation,Atte Kettunen,High,Using the Address Sanitizer tool security researcher Atte Kettunen from OUSPG discovered a buffer overflow when making capitalization style changes during CSS parsing. This can cause a crash that is potentially exploitable.,[1041512]
02.30,['CVE-2014-1574'],2014-74,Miscellaneous memory safety hazards (rv:33.0 / rv:31.2),Mozilla Developers,Critical,Mozilla developers and community identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Bobby Holley Christian Holler David Bolter Byron Campen and Jon Coppeard reported memory safety problems and crashes that affect Firefox ESR 31.1 and Firefox 32.,"[1072174, 1061600, 1064346, 1011354, 1072044, 1061214]"
02.30,['CVE-2014-1575'],2014-74,Miscellaneous memory safety hazards (rv:33.0 / rv:31.2),Mozilla Developers,Critical,Mozilla developers and community identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Carsten Book Christian Holler Martijn Wargers Shih-Chiang Chien Terrence Cole Eric Rahm  and Jeff Walden reported memory safety problems and crashes that affect Firefox 32.,"[1018916, 1032208, 1001994, 1023035, 1033020, 1034230, 1020034]"
02.3,['CVE-2011-2999'],2011-38,XSS via plugins and shadowed window.location object,Boris Zbarsky,High,"Mozilla developer Boris Zbarsky reported that a frame named ""location"" could shadow the window.location object unless a script in a page grabbed a reference to the true object before the frame was created. Because some plugins use the value of window.location to determine the page origin this could fool the plugin into granting the plugin content access to another site or the local file system in violation of the Same Origin Policy. This flaw allows circumvention of the fix added for MFSA 2010-10.",[665548]
02.3,['CVE-2011-2989'],2011-33,Security issues addressed in SeaMonkey 2.3,,Critical,Mozilla identified and fixed several memory safety bugs in the browser engine used in SeaMonkey 2.2 and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code.,[655836]
02.29.1,['CVE-2014-1568'],2014-73,RSA Signature Forgery in NSS,Antoine Delignat-Lavaud,Critical,Antoine Delignat-Lavaud security researcher at Inria Paris in team Prosecco reported an issue in Network Security Services (NSS) libraries affecting all versions. He discovered that NSS is vulnerable to a variant of a signature forgery attack previously published by Daniel Bleichenbacher. This is due to lenient parsing of ASN.1 values involved in a signature and could lead to the forging of RSA certificates.,"[1064636, 1069405]"
02.29,['CVE-2014-1566'],2014-71,Profile directory file access through file: protocol,Yu Dongsong,High,Security researcher Yu Dongsong reported on Firefox for Android that a file: protocol hyperlink could link to a local file in the Firefox profile directory bypassing access restrictions. This issue was previously addressed in Mozilla Foundation Security Advisory 2014-33 but not completely.,[1050690]
