thunderbird_version,cve_id,advisory,title,reporter,impact,description,bug_id
60.01,['CVE-2018-18335'],2019-06,Buffer overflow in Skia with accelerated Canvas 2D,Anonymous,high,A buffer overflow vulnerability in the Skia library can occur with Canvas 2D acceleration on macOS. This issue was addressed by disabling Canvas 2D acceleration in Firefox ESR. Note: this does not affect other versions and platforms where Canvas 2D acceleration is already disabled by default.,[1525815]
60.01,['CVE-2018-12377'],2018-25,Use-after-free in refresh driver timers,Nils,high,A use-after-free vulnerability can occur when refresh driver timers are refreshed in some circumstances during shutdown when the timer is deleted while still in use. This results in a potentially exploitable crash.,[1470260]
60.01,['CVE-2018-12378'],2018-25,Use-after-free in IndexedDB,Zhanjia Song,high,A use-after-free vulnerability can occur when an IndexedDB index is deleted while still in use by JavaScript code that is providing payload values to be stored. This results in a potentially exploitable crash.,[1459383]
60.01,['CVE-2018-18499'],2018-25,Same-origin policy violation using meta refresh and performance.getEntries to steal cross-origin URLs,James Lee (@Windowsrcer) of Kryptos Logic,high,"A same-origin policy violation allowing the theft of cross-origin URL entries when using a <meta> meta http-equiv=""refresh"" on a page to cause a redirection to another site using performance.getEntries(). This is a same-origin policy violation and could allow for data theft.",[1468523]
60.01,['CVE-2018-12379'],2018-25,Out-of-bounds write with malicious MAR file,Holger Fuhrmannek,moderate,When the Mozilla Updater opens a MAR format file which contains a very long item filename an out-of-bounds write can be triggered leading to a potentially exploitable crash. This requires running the Mozilla Updater manually on the local system with the malicious MAR file in order to occur.,[1473113]
60.01,['CVE-2017-16541'],2018-25,Proxy bypass using automount and autofs,Filippo Cavallarin,moderate,Browser proxy settings can be bypassed by using the automount feature with autofs to create a mount point on the local file system. Content can be loaded from this mounted file system directly using a file: URI bypassing configured proxy settings. Note: this issue only affects OS X in default configurations. On Linux systems autofs must be installed for the vulnerability to occur and Windows is not affected.,[1412081]
60.01,['CVE-2018-12385'],2018-25,Crash in TransportSecurityInfo due to cached data,Philipp,moderate,A potentially exploitable crash in TransportSecurityInfo used for SSL can be triggered by data stored in the local cache in the user profile directory. This issue is only exploitable in combination with another vulnerability allowing an attacker to write data into the local cache or from locally installed malware. This issue also triggers a non-exploitable startup crash for users switching between the Nightly and Release versions of Firefox if the same profile is used.,[1490585]
60.01,['CVE-2018-12383'],2018-25,Setting a master password post-Firefox 58 does not delete unencrypted previously stored passwords,Jurgen Gaeremyn,low,If a user saved passwords before Firefox 58 and then later set a master password an unencrypted copy of these passwords is still accessible. This is because the older stored password file was not deleted when the data was copied to a new format starting in Firefox 58. The new master password is added only on the new file. This could allow the exposure of stored password data outside of user expectations.,[1475775]
60.01,['CVE-2018-12376'],2018-25,Memory safety bugs fixed in Firefox 62 Firefox ESR 60.2 and Thunderbird 60.2.1,Mozilla developers and community,critical,Mozilla developers and community members Alex Gaynor Boris Zbarsky Christoph Diehl Christian Holler Jason Kratzer Jed Davis Tyson Smith Bogdan Tara Karl Tomlinson Mats Palmgren Nika Layzell Ted Campbell and Andrei Cristian Petcu reported memory safety bugs present in Firefox 61 and Firefox ESR 60.1. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.,"[1469309, 1469914, 1450989, 1480092, 1480517, 1481093, 1478575, 1471953, 1473161, 1466991, 1468738, 1483120, 1467363, 1472925, 1466577, 1467889, 1480521, 1478849]"
60.01,['CVE-2018-18509'],2019-06,S/MIME signature spoofing,Damian Poddebniak,high,A flaw during verification of certain S/MIME signatures causes emails to be shown in Thunderbird as having a valid digital signature even if the shown message contents aren't covered by the signature. The flaw allows an attacker to reuse a valid S/MIME signature to craft an email message with arbitrary content.,[1507218]
60.01,['CVE-2019-5785'],2019-06,Integer overflow in Skia,Ivan Fratric of Google Project Zero,high,An integer overflow vulnerability in the Skia library can occur after specific transform operations leading to a potentially exploitable crash.,[1525433]
60.01,['CVE-2019-9813'],2019-12,Ionmonkey type confusion with __proto__ mutations,Niklas Baumstark via Trend Micro's Zero Day Initiative,critical,Incorrect handling of __proto__ mutations may lead to type confusion in IonMonkey JIT code and can be leveraged for arbitrary memory read and write.,[1538006]
60.01,['CVE-2019-9810'],2019-12,IonMonkey MArraySlice has incorrect alias information,Richard Zhu and Amat Cama via Trend Micro's Zero Day Initiative,critical,Incorrect alias information in IonMonkey JIT compiler for Array.prototype.slice method may lead to missing bounds check and a buffer overflow.,[1537924]
60.01,['CVE-2019-11706'],2019-17,Type confusion in icalproperty.c,Luis Merino of X41 D-Sec,low,A flaw in Thunderbird's implementation of iCal causes a type confusion in icaltimezone_get_vtimezone_properties when processing certain email messages resulting in a crash.,[1555646]
60.01,['CVE-2019-11705'],2019-17,Stack buffer overflow in icalrecur.c,Luis Merino of X41 D-Sec,high,A flaw in Thunderbird's implementation of iCal causes a stack buffer overflow in icalrecur_add_bydayrules when processing certain email messages resulting in a potentially exploitable crash.,[1553808]
60.01,['CVE-2019-11704'],2019-17,Heap buffer overflow in icalvalue.c,Luis Merino of X41 D-Sec,high,A flaw in Thunderbird's implementation of iCal causes a heap buffer overflow in icalmemory_strdup_and_dequote when processing certain email messages resulting in a potentially exploitable crash.,[1553814]
60.01,['CVE-2019-11703'],2019-17,Heap buffer overflow in icalparser.c,Luis Merino of X41 D-Sec,high,A flaw in Thunderbird's implementation of iCal causes a heap buffer overflow in parser_get_next_char when processing certain email messages resulting in a potentially exploitable crash.,[1553820]
60.01,['CVE-2018-18356'],2019-06,Use-after-free in Skia,Tran Tien Hung of Viettel Cyber Security,high,A use-after-free vulnerability in the Skia library can occur when creating a path leading to a potentially exploitable crash.,[1525817]
60,['CVE-2018-5187'],2018-19,Memory safety bugs fixed in Firefox 61 Firefox ESR 60.1 and Thunderbird 60,Mozilla developers and community,critical,Mozilla developers and community members Christian Holler Sebastian Hengst Nils Ohlmeier Jon Coppeard Randell Jesup Ted Campbell Gary Kwong and Jean-Yves Avenard reported memory safety bugs present in Firefox 60 and Firefox ESR 60. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.,"[1461324, 1414829, 1395246, 1467938, 1461619, 1425930, 1438556, 1454285, 1459568, 1463884]"
60,['CVE-2018-12366'],2018-19,Invalid data handling during QCMS transformations,OSS-Fuzz,moderate,An invalid grid size during QCMS (color profile) transformations can result in the out-of-bounds read interpreted as a float value. This could leak private data into the output.,[1464039]
60,['CVE-2018-12361'],2018-19,Integer overflow in SwizzleData,R at Zero Day LLC,critical,An integer overflow can occur in the SwizzleData code while calculating buffer sizes. The overflowed value is used for subsequent graphics computations when their inputs are not sanitized which results in a potentially exploitable crash.,[1463244]
60,['CVE-2018-12362'],2018-19,Integer overflow in SSSE3 scaler,F. Alonso (revskills),high,An integer overflow can occur during graphics operations done by the Supplemental Streaming SIMD Extensions 3 (SSSE3) scaler resulting in a potentially exploitable crash.,[1452375]
