firefox_version,cve_id,advisory,title,reporter,impact,description,bug_id
61,['CVE-2018-12360'],2018-15,Use-after-free when using focus(),Nils,critical,A use-after-free vulnerability can occur when deleting an input element during a mutation event handler triggered by focusing that element. This results in a potentially exploitable crash.,[1459693]
61,['CVE-2018-12359'],2018-15,Buffer overflow using computed size of canvas element,Nils,critical,A buffer overflow can occur when rendering canvas content while adjusting the height and width of the <canvas> element dynamically causing data to be written outside of the currently computed boundaries. This results in a potentially exploitable crash.,[1459162]
61,['CVE-2018-12364'],2018-15,CSRF attacks through 307 redirects and NPAPI plugins,David Black,high,NPAPI plugins such as Adobe Flash can send non-simple cross-origin requests bypassing CORS by making a same-origin POST that does a 307 redirect to the target site. This allows for a malicious site to engage in cross-site request forgery (CSRF) attacks.,[1436241]
60.0.2,['CVE-2018-6126'],2018-14,Heap buffer overflow rasterizing paths in SVG with Skia,Ivan Fratric of Google Project Zero,high,A heap buffer overflow can occur in the Skia library when rasterizing paths using a maliciously crafted SVG file with anti-aliasing turned off. This results in a potentially exploitable crash.,[1462682]
60,['CVE-2018-5180'],2018-11,heap-use-after-free in mozilla::WebGLContext::DrawElementsInstanced,Nils,low,A use-after-free vulnerability can occur during WebGL operations. While this results in a potentially exploitable crash the vulnerability is limited because the memory is freed and reused in a brief window of time during the freeing of the same callstack.,[1444086]
60,['CVE-2018-5174'],2018-11,Windows Defender SmartScreen UI runs with less secure behavior for downloaded files in Windows 10 April 2018 Update,Jimmy,moderate,In the Windows 10 April 2018 Update Windows Defender SmartScreen honors the SEE_MASK_FLAG_NO_UI flag associated with downloaded files and will not show any UI. Files that are unknown and potentially dangerous will be allowed to run because SmartScreen will not prompt the user for a decision and if the user is offline all files will be allowed to be opened because Windows won’t prompt the user to ask what to do. Firefox incorrectly sets this flag when downloading files leading to less secure behavior from SmartScreen. Note: this issue only affects Windows 10 users running the April 2018 update or later. It does not affect other Windows users or other operating systems.,[1447080]
60,['CVE-2018-5175'],2018-11,Universal CSP bypass on sites using strict-dynamic in their policies,Masato Kinugawa,moderate,A mechanism to bypass Content Security Policy (CSP) protections on sites that have a script-src policy of 'strict-dynamic'. If a target website contains an HTML injection flaw an attacker could inject a reference to a copy of the require.js library that is part of Firefox’s Developer Tools and then use a known technique using that library to bypass the CSP restrictions on executing injected scripts.,[1432358]
60,['CVE-2018-5176'],2018-11,JSON Viewer script injection,Tadj Youssouf,moderate,The JSON Viewer displays clickable hyperlinks for strings that are parseable as URLs including javascript: links. If a JSON file contains malicious JavaScript script embedded as javascript: links users may be tricked into clicking and running this code in the context of the JSON Viewer. This can allow for the theft of cookies and authorization tokens which are accessible to that context.,[1442840]
60,['CVE-2018-5177'],2018-11,Buffer overflow in XSLT during number formatting,Guyio,moderate,A vulnerability exists in XSLT during number formatting where a negative buffer size may be allocated in some instances leading to a buffer overflow and crash if it occurs.,[1451908]
60,['CVE-2018-5165'],2018-11,Checkbox for enabling Flash protected mode is inverted in 32-bit Firefox,David Parks,low,"In 32-bit versions of Firefox the Adobe Flash plugin setting for ""Enable Adobe Flash protected mode"" is unchecked by default even though the Adobe Flash sandbox is actually enabled. The displayed state is the reverse of the true setting resulting in user confusion. This could cause users to select this setting intending to activate it and inadvertently turn protections off.",[1451452]
60,['CVE-2018-5151'],2018-11,Memory safety bugs fixed in Firefox 60,Mozilla developers and community,critical,Mozilla developers and community members Christoph Diehl Christian Holler Jon Coppeard Jason Kratzer Nathan Froyd Paul Theriault Ryan VanderMeulen Tyson Smith Sebastian Hengst Byron Campen Emilio Cobos Álvarez Ronald Crane and Phillipp reported memory safety bugs present in Firefox 59. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.,"[1445234, 1449530, 1437455, 1447989, 1438827, 1436983, 1435036, 1440465, 1439723, 1448771, 1453653, 1454359, 1432323, 1454126, 1436759, 1439655, 1448612, 1449358, 1367727, 1452417]"
60,['CVE-2018-5181'],2018-11,Local file can be displayed in noopener tab through drag and drop of hyperlink,Abdulrahman Alqabandi,low,If a URL using the file: protocol is dragged and dropped onto an open tab that is running in a different child process the tab will open a local file corresponding to the dropped URL contrary to policy. One way to make the target tab open more reliably in a separate process is to open it with the noopener keyword.,[1424107]
60,['CVE-2018-5182'],2018-11,Local file can be displayed from hyperlink dragged and dropped on addressbar,Jordi Chancel,low,If a text string that happens to be a filename in the operating system's native format is dragged and dropped onto the addressbar the specified local file will be opened. This is contrary to policy and is what would happen if the string were the equivalent file: URL.,[1435908]
60,['CVE-2018-5179'],2018-11,Service workers can self update to keep a worker running,Yannic Bonenberger,low,"A service worker can send the ""activate"" event on itself periodically which allows it to run perpetually. This would allow any malicious activity such as logging an IP address by the service worker to occur in the background.",[1432846]
60,['CVE-2018-5150'],2018-11,Memory safety bugs fixed in Firefox 60 and Firefox ESR 52.8,Mozilla developers and community,critical,Mozilla developers and community members Christoph Diehl Randell Jesup Tyson Smith Alex Gaynor Ronald Crane Julian Hector Kannan Vijayan and Jason Kratzer reported memory safety bugs present in Firefox 59 and Firefox ESR 52.7. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.,"[1388020, 1433609, 1409440, 1448705, 1451376, 1452202, 1444668, 1393367, 1411415, 1426129]"
60,['CVE-2018-5172'],2018-11,Pasted script from clipboard can run in the Live Bookmarks page or PDF viewer,Abdulrahman Alqabandi,moderate,The Live Bookmarks page and the PDF viewer can run injected script content if a user pastes script from the clipboard into them while viewing RSS feeds or PDF files. This could allow a malicious site to socially engineer a user to copy and paste malicious script content that could then run with the context of either page but does not allow for privilege escalation.,[1436482]
60,['CVE-2018-5173'],2018-11,File name spoofing of Downloads panel with Unicode characters,Abdulrahman Alqabandi,moderate,The filename appearing in the Downloads panel improperly renders some Unicode characters allowing for the file name to be spoofed. This can be used to obscure the file extension of potentially executable files from user view in the panel. Note: the dialog to open the file will show the full correct filename and whether it is executable or not.,[1438025]
60,['CVE-2018-5154'],2018-11,Use-after-free with SVG animations and clip paths,Nils,high,A use-after-free vulnerability can occur while enumerating attributes during SVG animations with clip paths. This results in a potentially exploitable crash.,[1443092]
